Doi,keywords
10.1038/s41746-020-00328-w,MIDDLE-aged persons;  WALKING speed;  OLDER people;  WEARABLE technology;  YOUNG adults;  SYMMETRY;  AGE;  HAPTIC devices;  WRIST;  FINGERS;  WEB-based user interfaces;  COMPUTERS;  RANGE of motion of joints;  STANDARD deviations;  MACHINE learning;  DATA analysis;  TASK performance;  CLINICAL trials;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1186/s12920-020-00807-9,Genetic interactions;  Machine learning;  Genome-wide association study;  Lung cancer;  Internal medicine;  RC31-1245;  Genetics;  QH426-470
10.1177/2472630320958376,MACHINE learning;  COVID-19;  FEATURE selection;  SUPPORT vector machines;  PNEUMONIA;  RANDOM forest algorithms;  IMAGE segmentation;  THRESHOLDING algorithms;  DEEP learning;  MOBILE apps;  CONVOLUTIONAL neural networks;  MEDICAL personnel;  WEB-based user interfaces;  HEALTH facilities;  COMPUTED tomography;  X-rays;  X-ray detection;  COMPUTER-assisted image analysis (Medicine);  DIAGNOSTIC imaging;  ARTIFICIAL neural networks;  X-ray imaging;  SARS-CoV-2;  COVID-19 pandemic;  ARTIFICIAL intelligence;  VIRUS diseases;  EXPERT systems;  DEVELOPING countries;  DIAGNOSIS;  COVID-19 testing;  CHEST X rays;  VIRAL transmission;  ULTRASONIC imaging
10.1016/j.cmpb.2020.105730,FUNCTIONAL groups;  FUNCTIONAL analysis;  FUNCTIONAL magnetic resonance imaging;  MULTIVARIATE analysis;  BRAIN imaging
10.1038/s41746-020-00320-4,WEARABLE technology;  ARTIFICIAL intelligence;  CARDIOVASCULAR disease diagnosis;  DIGITAL health;  HUMAN activity recognition;  CARDIOVASCULAR diseases;  MACHINE learning;  DIGITAL technology;  SLEEP quality;  CONSUMERS;  NEUROLOGICAL disorders;  OXYGEN saturation;  MEDICAL care;  PHOTOPLETHYSMOGRAPHY;  RESEARCH methodology;  QUALITY of life;  META-analysis;  DEEP learning;  TYPE 2 diabetes;  MEASUREMENT of glucose in the body;  DATA augmentation;  GLYCEMIC control;  SLEEP disorders;  AUTOMATIC classification;  CLASSIFICATION algorithms;  CONVOLUTIONAL neural networks;  RAPID eye movement sleep;  CALORIC expenditure;  HEART beat;  ATRIAL fibrillation;  ARRHYTHMIA;  ARCHITECTURE;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1038/s41746-020-00338-8,MULTIPLE sclerosis;  CLINICAL trials;  DISEASE relapse;  EXPERIMENTAL design;  THERAPEUTICS;  NATALIZUMAB;  DIAGNOSIS;  GENE expression profiling;  CENTRAL nervous system diseases;  SUPPORT vector machines;  MALOCCLUSION;  MAGNETIC resonance imaging;  DISABILITIES;  MACHINE learning;  NEUROLOGICAL disorders;  PATIENTS' attitudes;  RHEUMATOID arthritis;  BLOOD testing;  ULTRASONIC imaging;  COMPUTER-assisted image analysis (Medicine);  PROGNOSIS;  PROGNOSTIC models;  DISEASE progression;  ALEMTUZUMAB;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1016/j.radonc.2020.09.008,CONE beam computed tomography;  CANCER treatment;  BREAST cancer;  RADIATION dosimetry;  RECEIVER operating characteristic curves;  GAMMA distributions;  FEASIBILITY studies;  ABSORBED dose;  RADIOTHERAPY;  MAGNETIC resonance imaging;  QUALITY assurance;  MACHINE learning;  COMPUTED tomography;  ARTIFICIAL intelligence
10.1038/s41746-020-00324-0,SKIN cancer;  ARTIFICIAL intelligence;  MACHINE learning;  SPEECH perception;  VISUAL perception;  DERMATOLOGY;  INDIVIDUALIZED medicine;  STATE of the Union messages;  MEDICAL care;  NEW Year;  MEDICAL equipment;  COMPUTER-aided diagnosis;  COMPUTER software testing;  TEST design;  EXPERIMENTAL design;  MEDICAL triage;  COLON polyps;  CONVOLUTIONAL neural networks;  PATHOLOGY;  HEALTH facilities;  MEDICAL supplies;  DATABASE management;  SUPPLY chains;  CERVIX uteri tumors;  ALGORITHMS;  CHEST X rays;  SIGNAL convolution;  COMPUTER-assisted image analysis (Medicine);  RANDOM forest algorithms
10.3390/jpm10040197,POSITRON emission tomography;  COMPUTER-assisted image analysis (Medicine);  NEUROPSYCHOLOGICAL tests;  ALZHEIMER'S disease;  CEREBROSPINAL fluid;  MACHINE learning;  CEREBRAL angiography;  amyloid beta;  neuropsychological assessment;  machine learning;  Alzheimer’s disease;  Medicine
10.1038/s41746-020-00322-2,DEEP learning;  RESEARCH;  CONFIDENCE intervals;  CHEST X rays;  CALIBRATION;  LUNG diseases;  DATABASE management;  COMPUTER-aided diagnosis;  SENSITIVITY & specificity (Statistics);  RECEIVER operating characteristic curves;  PNEUMOTHORAX;  EVALUATION;  ABDOMINAL pain;  HOSPITAL emergency services;  SUPERVISED learning;  MACHINE learning;  ELECTRONIC health records;  ARTIFICIAL intelligence;  COMPUTED tomography;  PHYSICIANS;  X-rays;  PATHOLOGY;  PULMONOLOGISTS;  TUBERCULOSIS;  HIV;  DIAGNOSIS;  PATIENTS;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1038/s41746-020-00337-9,Computer applications to medicine. Medical informatics;  R858-859.7
10.1016/j.media.2020.101810,THROMBOSIS;  CONVOLUTIONAL neural networks;  INTRACLASS correlation;  IMAGE analysis;  BASILAR artery;  ANGIOGRAPHY;  COMPUTED tomography;  CEREBRAL arteries;  COLLATERAL security;  INTERNAL carotid artery;  CAROTID artery;  ARTERIAL occlusions;  STROKE patients;  RECEIVER operating characteristic curves;  DEEP learning;  DIFFUSION magnetic resonance imaging;  STROKE;  MACHINE learning
10.1038/s41531-020-00127-w,PARKINSON'S disease;  DEEP learning;  CARDIOVASCULAR diseases;  ARTIFICIAL neural networks;  COVID-19;  DICOM (Computer network protocol);  ARTIFICIAL intelligence;  MACHINE learning;  RELIABILITY in engineering
10.1016/j.radonc.2020.09.054,DATA science;  RADIATION;  PATIENT care;  BIG data;  ONCOLOGY
10.1007/s12539-020-00393-5,X-ray imaging;  COVID-19;  X-rays;  CONVOLUTIONAL neural networks;  IMAGE segmentation;  K-means clustering;  SIGNAL convolution;  DEEP learning;  ARTIFICIAL intelligence;  PHYSICIANS;  COVID-19 pandemic;  SARS-CoV-2
10.1038/s41746-020-00346-8,RENAL replacement therapy;  ACUTE kidney failure;  MEDICAL personnel;  LONGITUDINAL method;  INTENSIVE care units;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1002/cam4.3561,TRANSCRIPTION factors;  MAJOR histocompatibility complex;  RENAL cell carcinoma;  PROGNOSIS;  IMMUNOMODULATORS;  CELLULAR signal transduction;  REGULATORY T cells;  NON-small-cell lung carcinoma;  PI3K/AKT pathway;  CANCER invasiveness;  INTERLEUKIN-6;  B cells;  RADIOTHERAPY safety;  CANCER stem cells;  IMMUNOTHERAPY;  ADENOCARCINOMA;  RADIOTHERAPY;  BRAIN metastasis
10.1016/j.media.2020.101714,CONVOLUTIONAL neural networks;  DEEP learning;  VISUAL learning;  POTENTIAL functions
10.1016/j.pacs.2020.100203,ELECTROMAGNETIC noise;  ACOUSTIC imaging;  ELECTROMAGNETIC interference;  IMAGE denoising;  IMAGE processing;  CONVOLUTIONAL neural networks;  ULTRASONIC imaging;  DEEP learning;  CAUSES of death;  LIGHT absorption;  CARDIAC radionuclide imaging;  Segmentation;  Deep learning;  Machine learning;  Artificial intelligence;  Clinical;  Translational;  Physics;  QC1-999;  Acoustics. Sound;  QC221-246;  Optics. Light;  QC350-467
10.1038/s41522-020-00155-7,DENTAL implants;  PERI-implantitis;  PROTEOLYTIC enzymes;  MAST cells;  SPECIES diversity;  BACTERIAL growth;  POLYTEF;  GUIDED bone regeneration;  STREPTOCOCCUS sanguis;  KRUSKAL-Wallis Test;  BACTERIAL communities;  GRAM-negative anaerobic bacteria;  FUSOBACTERIUM;  PERIODONTAL disease;  PREVOTELLA;  LACTIC acid bacteria;  MEDICAL protocols;  DISEASE progression;  PORPHYROMONAS gingivalis;  ORAL diseases;  COMMUNICABLE diseases;  PATHOGENIC microorganisms;  BIOFILMS;  ACTINOBACILLUS actinomycetemcomitans;  PERIODONTITIS;  LABORATORY mice;  TYPE I interferons;  ANIMAL disease models;  CYTOKINES;  SURFACE coatings;  FOURIER transform infrared spectroscopy;  TITANIUM;  PHOTOELECTRON spectroscopy;  CANDIDA albicans;  STAPHYLOCOCCUS aureus;  BIOSURFACTANTS;  COLONIZATION (Ecology);  ANTIBODY-dependent cell cytotoxicity
10.15252/embj.2020104523,CYSTEINE;  BILAYER lipid membranes;  ANIMAL longevity;  GENETIC code;  MITOCHONDRIAL membranes;  BIOLOGICAL systems;  PROTON beams;  AMINO acid sequence;  PEPTIDES;  RADIATION damage;  ABSORBED dose;  MOLECULAR cloning;  PROTEIN structure;  REACTIVE oxygen species;  RIBOSOMAL proteins;  DEINOCOCCUS radiodurans;  REDUCTASES;  METABOLIC regulation;  MACROMOLECULES;  THYROID hormone receptors;  PEROXIDASE;  OXIDATION-reduction reaction
10.1186/s12891-020-03679-3,ULTRASONIC imaging;  BACK muscles;  LUMBAR pain;  MUSCLES;  IMAGE analysis;  Ultrasound imaging;  Paraspinal muscle;  Lumbar multifidus muscle;  Segmentation;  Diseases of the musculoskeletal system;  RC925-935
10.1016/j.fertnstert.2020.08.023,ARTIFICIAL neural networks;  ARTIFICIAL intelligence;  RECEIVER operating characteristic curves;  EMBRYOS;  PREDICTION models
10.1016/j.ijid.2020.09.1424,CHICKENPOX;  PUBLIC health surveillance;  HEALTH facilities;  RELIGIOUS gatherings;  NON-communicable diseases;  COMMUNICABLE diseases;  Mass gathering;  Surveillance;  Epidemic intelligence;  Kumbh India;  Infectious and parasitic diseases;  RC109-216
10.1186/s12889-020-09766-3,STROKE prevention;  DISEASE prevalence;  DISEASE risk factors;  PUBLIC health;  MACHINE learning;  BAYESIAN analysis;  Neighborhood;  Prevention;  Bayesian machine learning;  Bayesian multilevel modeling;  Public aspects of medicine;  RA1-1270
10.1186/s12911-020-01249-0,PHYSICIANS;  CHINESE medicine;  SYMPTOMS;  SYNDROMES;  Traditional chinese medicine;  Machine learning;  Syndrome differentiation;  AIDS;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1038/s41746-020-00349-5,Computer applications to medicine. Medical informatics;  R858-859.7
10.1038/s41746-020-00336-w,Computer applications to medicine. Medical informatics;  R858-859.7
10.1186/s13073-020-00785-8,AUTISM spectrum disorders;  X chromosome;  ANIMAL offspring sex ratio;  PLURIPOTENT stem cells;  HUMAN stem cells;  HUMAN chromosomes;  CHILDBIRTH;  DNA methylation;  HEREDITY;  INDIVIDUALIZED medicine;  PHENOTYPIC plasticity;  GENE expression;  EPIGENOMICS;  CORD blood;  DNA;  REGULATOR genes;  AUTISTIC children;  BINDING sites;  Autism spectrum disorder;  Neurodevelopment;  Umbilical cord blood;  Prospective study;  Epigenome-wide association study;  Epigenetics;  Medicine;  Genetics;  QH426-470
10.1038/s42003-020-01262-z,FALSE alarms;  MONITOR alarms (Medicine);  ALARM fatigue;  CONVOLUTIONAL neural networks;  DEEP learning;  LEARNING;  MACHINE learning;  ARTIFICIAL neural networks;  METABOLOMICS;  STATISTICS;  DIAGNOSIS of diabetes;  DECISION support systems;  RADIAL basis functions;  DIAGNOSIS;  FEATURE extraction;  PANCREATIC beta cells;  PHENOTYPES;  NUCLEAR magnetic resonance spectroscopy;  BIOLOGICAL fluid dynamics;  POINT-of-care testing
10.1177/0146645320940827,IMAGE quality analysis;  IMAGE denoising;  ARTIFICIAL intelligence;  WORKFLOW;  COMPUTED tomography;  NOISE measurement;  REAR-screen projection;  DIAGNOSTIC imaging;  CONE beam computed tomography;  CONFIDENCE;  BODY mass index;  CLUSTERING of particles;  POLYMER blends;  RADIATION shielding;  SIGNAL-to-noise ratio;  ABSORBED dose;  KEY performance indicators (Management);  REDUCTION potential;  RADIATION dosimetry;  ACQUISITION of data;  DEEP learning
10.1186/s13027-020-00325-4,CERVICAL cancer;  TREATMENT failure;  PAPILLOMAVIRUSES;  CERVIX uteri;  SQUAMOUS cell carcinoma;  COST control;  MEDICAL triage;  TREATMENT effectiveness;  EARLY detection of cancer;  DEEP learning;  COVID-19 pandemic;  CERVIX uteri tumors;  CERVICAL intraepithelial neoplasia;  CYTOLOGY;  MULTIPLE regression analysis;  SURGICAL margin;  LOGISTIC regression analysis;  BIVARIATE analysis;  HPV;  Cervical screening;  Self-sampling;  Triage;  COVID-19;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282;  Infectious and parasitic diseases;  RC109-216
10.1016/j.drugalcdep.2020.108286,GEOGRAPHIC information systems;  DRUG overdose;  DRUGS;  DRUG utilization;  COVID-19;  FORENSIC psychology
10.1038/s42003-020-01233-4,MICROSATELLITE repeats;  GENOME-wide association studies;  SWINE;  LIVER;  SHORT tandem repeat analysis;  MEAT quality;  GENE expression;  GENETIC regulation;  LIVESTOCK;  ARABIDOPSIS thaliana;  RICE;  WILD boar
10.1038/s41746-020-00331-1,OLDER people;  STATINS (Cardiovascular agents);  CARDIOVASCULAR diseases risk factors;  CARDIOVASCULAR diseases;  OLDER patients;  LDL cholesterol;  BLOOD cholesterol;  PREVENTIVE medicine;  SIMVASTATIN;  CHOLESTEROL;  ELECTRONIC health records;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1001/jamaoncol.2020.4759,ADVANCE directives (Medical care);  MEDICAL communication;  CLINICAL trials;  ONCOLOGISTS;  SECONDARY analysis;  SECONDARY care (Medicine)
10.1016/j.cmpb.2020.105725,CELLULAR automata;  DERMOSCOPY;  CELL imaging;  STATISTICAL measurement;  MELANOMA;  LUNGS;  SKIN disease diagnosis;  KERATOSIS;  DEEP learning;  SUPPORT vector machines;  INTELLECT;  IMAGE retrieval;  ARCHIVES;  CONVOLUTIONAL neural networks;  RECEIVER operating characteristic curves;  IMAGE segmentation
10.1186/s12885-020-07507-8,COLON cancer;  GENETIC mutation;  MACHINE learning;  GENE expression;  RNA sequencing;  Left-sided colon cancer;  Right-sided colon cancer;  Machine learning;  Mutations;  Gene expression;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1186/s12874-020-01151-3,CISPLATIN;  PROGRESSION-free survival;  ACUTE kidney failure;  MACHINE learning;  PREDICTION models;  OLDER people;  OLDER patients;  FORECASTING;  HOSPITAL mortality;  TRAUMA registries;  BRAIN injuries;  Intensive care unit;  Machine learning techniques;  Supervised algorithms;  Traumatic patient;  Mortality;  Medicine (General);  R5-920
10.1038/s41746-020-00317-z,Computer applications to medicine. Medical informatics;  R858-859.7
10.1016/j.cmpb.2020.105740,ARRHYTHMIA;  BRUGADA syndrome;  ELECTROCARDIOGRAPHY;  ONTOLOGY;  SEMANTIC Web;  PATIENT decision making;  INFORMATION retrieval;  DEEP learning;  MYOCARDIAL infarction;  BIG data;  HEART disease diagnosis;  CONVOLUTIONAL neural networks;  HEART beat;  ATRIAL arrhythmias;  SIGNAL processing;  HILBERT-Huang transform;  VENTRICULAR tachycardia;  RECEIVER operating characteristic curves;  EARLY diagnosis;  INVERSE problems;  HUMAN body;  SIGNAL-to-noise ratio;  ARTIFICIAL neural networks;  MACHINE learning
10.1111/dmcn.14674,COVID-19;  MENTAL health services;  SPASTICITY;  BOTULINUM A toxins;  CHILDREN with cerebral palsy;  SOCIAL distancing
10.3390/jpm10040167,INDIVIDUALIZED medicine;  COLON cancer;  DNA probes;  BIOMARKERS;  ARTIFICIAL intelligence;  colon cancer biomarkers;  predictive biomarkers;  prognostic biomarkers;  personalized medicine;  colon cancer;  colon cancer heterogeneity;  Medicine
10.1186/s12916-020-01748-x,OLIGODENDROGLIOMAS;  SUPERVISED learning;  MACHINE learning;  COMPLEMENT receptors;  GABA;  CENTRAL nervous system tumors;  IDH-WT;  Glioma;  Transcriptomic;  Biomarkers;  Amino acid neurotransmission;  Tumor immune checkpoints;  Medicine
10.1016/j.cmpb.2020.105765,ALZHEIMER'S disease;  BRAIN degeneration;  FORECASTING;  DEEP learning;  RECURRENT neural networks;  MEDICAL offices;  PRIMARY care
10.1016/j.ijmedinf.2020.104284,GENERATIVE adversarial networks;  ARTIFICIAL neural networks;  DATA augmentation;  CONVOLUTIONAL neural networks;  COVID-19;  PLANT viruses;  SUPERVISED learning;  ULTRASONIC imaging;  VIRAL transmission;  DEEP learning;  X-ray imaging;  X-rays;  SARS-CoV-2;  FEATURE selection;  FEATURE extraction;  SIGNAL convolution;  COVID-19 testing;  COVID-19 pandemic;  ARTIFICIAL intelligence;  RECEIVER operating characteristic curves;  ONLINE information services;  CONFIDENCE intervals;  SYSTEMATIC reviews;  MEDICAL technology;  TOMOGRAPHY;  DESCRIPTIVE statistics;  DATA analysis software;  MEDLINE;  COMPUTER-aided diagnosis;  RADIOMICS;  COMPUTER-assisted image analysis (Medicine);  SUPPORT vector machines;  MEDICAL coding;  DIAGNOSTIC imaging;  IMAGE analysis
10.1016/j.compmedimag.2020.101793,KNEE;  KNEE osteoarthritis;  MACHINE learning;  TOTAL knee replacement;  JOINT diseases;  PROGNOSIS;  MODAL logic;  DEEP learning;  CONVOLUTIONAL neural networks;  DIAGNOSIS;  SCIENCE databases;  DIAGNOSTIC imaging;  MAGNETIC resonance imaging;  THREE-dimensional imaging;  IMAGE segmentation;  JOINTS (Anatomy);  CRUCIATE ligaments;  TISSUES;  PATELLAR tendon
10.1016/j.jbi.2020.103578,DOCUMENT clustering;  SCIENTIFIC method;  BIBLIOMETRICS;  FUZZY algorithms;  VISUALIZATION;  MACHINE learning;  MEDICAL referrals;  TIME management;  TIME measurements;  PHYSICIAN services utilization;  HEALTH policy
10.1159/000511930,PYTHON programming language;  TIME series analysis;  GRAPHICAL user interfaces;  DATA analysis;  USER experience;  TAGS (Metadata);  MAGNETIC resonance imaging;  DIAGNOSIS;  DIAGNOSTIC imaging;  MACHINE learning;  ALGORITHMS;  SMARTWATCHES;  MOVEMENT disorders;  MULTILAYER perceptrons;  ARTIFICIAL intelligence;  PARKINSON'S disease
10.1016/j.cmpb.2020.105704,FORECASTING;  COVID-19;  PREDICTION models;  REGRESSION analysis;  MACHINE learning;  DEATH forecasting
10.1186/s13643-020-01450-2,META-analysis;  EXPONENTIAL functions;  RANDOM sets;  PROSTATE cancer;  EVIDENCE;  MACHINE learning;  SCIENTIFIC observation;  ARTIFICIAL intelligence;  FORECASTING;  Medicine
10.1038/s41746-020-00323-1,"INFORMATION society;  SMART devices;  DATA protection laws;  ELECTRONIC data processing;  MAMMOGRAMS;  GENERAL Data Protection Regulation, 2016;  ARTIFICIAL intelligence;  DEEP learning;  COMPUTER-aided diagnosis;  SMARTWATCHES;  COMPARATIVE studies;  MACHINE learning;  LEARNING strategies;  LOGISTIC regression analysis;  LEARNING;  INTRUSION detection systems (Computer security);  HEALTH facilities;  MEDICAL supplies;  DATABASE management;  SUPPLY chains;  CERVIX uteri tumors;  ALGORITHMS;  TECHNOLOGICAL innovations;  DATA protection;  MACHINE-to-machine communications;  ACHIEVEMENT;  DATA encryption;  COMPUTER security;  QUANTUM computers;  COMPUTER science;  CRYPTOGRAPHY;  X-rays;  X-ray imaging;  COVID-19 pandemic;  BIOMETRY;  LEAKS (Disclosure of information)"
10.1016/j.compbiomed.2020.104057,ATRIAL fibrillation;  ATRIAL arrhythmias;  ELECTROCARDIOGRAPHY;  SUPPORT vector machines;  STATISTICS;  VENTRICULAR arrhythmia
10.1038/s41746-020-00343-x,RESEARCH;  CLINICAL pathology;  COVID-19;  ACQUISITION of data methodology;  PREDICTIVE tests;  HOSPITAL mortality;  T-test (Statistics);  HOSPITAL care;  DESCRIPTIVE statistics;  MEDICAL records;  CHI-squared test;  STATISTICAL hypothesis testing;  ELECTRONIC health records;  SENSITIVITY & specificity (Statistics);  DATA analysis software;  COVID-19 testing;  MEDICAL coding;  COVID-19 pandemic;  PREDICTION models;  PROGNOSTIC models;  BLOOD urea nitrogen;  SARS-CoV-2;  RISK assessment;  DISEASE management;  MACHINE learning;  DIAGNOSIS;  PATIENT decision making;  TREATMENT effectiveness;  MISSING data (Statistics);  ISCHEMIC stroke;  HEART failure;  ESTIMATION bias;  DATA recorders & recording;  BLOOD testing;  DECISION making in clinical medicine;  Computer applications to medicine. Medical informatics;  R858-859.7
